index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
588,Lyft,B02510,,2021-01-29T18:47:04.000Z,,2021-01-29T18:51:21.000Z,2021-01-29T19:18:35.000Z,95,152,13.224,1634,39.35,5.96,1.36,4.02,0.0,,7.6,28.36,N,N,N,N,N,18.0,2021.0,1.0,29.0,1,18.589996,Forest Hills,Manhattanville
30,Lyft,B02510,,2021-01-30T23:40:19.000Z,,2021-01-30T23:45:47.000Z,2021-01-30T23:49:27.000Z,29,123,0.943,220,7.18,0.0,0.22,0.64,0.0,,0.0,5.47,N,N,N,N,N,23.0,2021.0,1.0,30.0,1,1.71,Brighton Beach,Homecrest
145,Lyft,B02510,,2021-01-28T07:33:17.000Z,,2021-01-28T07:38:49.000Z,2021-01-28T08:17:25.000Z,115,33,11.212,2316,35.76,0.0,1.07,3.17,0.0,,0.0,31.84,N,N,N,N,N,7.0,2021.0,1.0,28.0,1,3.9199982,Grymes Hill/Clifton,Brooklyn Heights
351,Uber,B02765,B02765,2021-01-07T16:26:40.000Z,2021-01-07T16:28:13.000Z,2021-01-07T16:28:24.000Z,2021-01-07T16:56:29.000Z,37,62,3.85,1685,16.96,0.0,0.51,1.51,0.0,,0.0,18.35,N,N,"",N,N,16.0,2021.0,1.0,7.0,1,-1.3900013,Bushwick South,Crown Heights South
553,Uber,B02878,B02878,2021-01-30T10:19:55.000Z,2021-01-30T10:20:27.000Z,2021-01-30T10:22:08.000Z,2021-01-30T10:42:42.000Z,127,126,7.6,1234,17.12,0.0,0.51,1.52,0.0,,0.0,18.72,N,N,"",N,N,10.0,2021.0,1.0,30.0,1,-1.5999985,Inwood,Hunts Point
639,Uber,B02875,B02875,2021-01-07T20:06:43.000Z,2021-01-07T20:08:18.000Z,2021-01-07T20:09:34.000Z,2021-01-07T20:23:20.000Z,113,80,4.08,826,18.33,0.0,0.55,1.63,2.75,,0.0,11.42,N,N,"",N,N,20.0,2021.0,1.0,7.0,1,6.91,Greenwich Village North,East Williamsburg
957,Uber,B02682,B02682,2021-01-24T12:43:14.000Z,2021-01-24T12:49:31.000Z,2021-01-24T12:49:31.000Z,2021-01-24T12:57:39.000Z,232,256,2.11,488,7.55,0.0,0.24,0.72,2.75,,0.0,6.41,N,N,"",N,N,12.0,2021.0,1.0,24.0,0,1.1400003,Two Bridges/Seward Park,Williamsburg (South Side)
889,Lyft,B02510,,2021-01-30T13:49:26.000Z,,2021-01-30T13:55:32.000Z,2021-01-30T14:05:38.000Z,37,17,1.249,606,6.65,0.0,0.2,0.59,0.0,,0.0,6.46,N,N,N,N,N,13.0,2021.0,1.0,30.0,0,0.19000006,Bushwick South,Bedford
528,Uber,B02617,B02617,2021-01-07T05:22:08.000Z,2021-01-07T05:28:00.000Z,2021-01-07T05:28:00.000Z,2021-01-07T05:35:11.000Z,210,123,1.99,431,6.48,0.0,0.19,0.58,0.0,,0.0,5.81,N,N,"",N,N,5.0,2021.0,1.0,7.0,1,0.6700001,Sheepshead Bay,Homecrest
926,Uber,B02872,B02872,2021-01-25T02:19:14.000Z,2021-01-25T02:22:27.000Z,2021-01-25T02:23:16.000Z,2021-01-25T02:35:42.000Z,10,122,3.42,746,13.45,0.0,0.4,1.19,0.0,,0.0,10.01,N,N,"",N,N,2.0,2021.0,1.0,25.0,1,3.4399996,Baisley Park,Hollis
677,Uber,B02764,B02764,2021-01-12T15:59:04.000Z,2021-01-12T16:00:24.000Z,2021-01-12T16:04:47.000Z,2021-01-12T16:15:12.000Z,161,237,1.67,625,19.1,0.0,0.57,1.7,2.75,,0.0,15.22,N,N,"",N,N,15.0,2021.0,1.0,12.0,1,3.88,Midtown Center,Upper East Side South
211,Uber,B02835,B02835,2021-01-23T17:42:13.000Z,2021-01-23T17:45:33.000Z,2021-01-23T17:46:46.000Z,2021-01-23T17:51:12.000Z,141,229,1.14,266,7.91,0.0,0.24,0.7,2.75,,0.0,5.4,N,N,"",N,N,17.0,2021.0,1.0,23.0,1,2.5099998,Lenox Hill West,Sutton Place/Turtle Bay North
378,Uber,B02872,B02872,2021-01-21T17:26:27.000Z,2021-01-21T17:30:22.000Z,2021-01-21T17:31:50.000Z,2021-01-21T18:01:16.000Z,188,87,7.06,1766,26.41,6.12,0.98,2.89,2.75,,0.0,22.57,N,N,"",N,N,17.0,2021.0,1.0,21.0,1,3.8400002,Prospect-Lefferts Gardens,Financial District North
691,Lyft,B02510,,2021-01-19T10:14:36.000Z,,2021-01-19T10:17:05.000Z,2021-01-19T10:34:52.000Z,52,61,2.458,1067,16.91,0.0,0.51,1.5,0.0,,0.0,11.66,N,N,N,N,N,10.0,2021.0,1.0,19.0,1,5.25,Cobble Hill,Crown Heights North
674,Lyft,B02510,,2021-01-01T12:55:08.000Z,,2021-01-01T12:59:26.000Z,2021-01-01T13:17:07.000Z,258,198,4.609,1061,16.39,0.0,0.49,1.45,0.0,,0.0,14.0,N,N,N,N,N,12.0,2021.0,1.0,1.0,1,2.3899994,Woodhaven,Ridgewood
111,Uber,B02872,B02872,2021-01-22T11:44:11.000Z,2021-01-22T11:47:11.000Z,2021-01-22T11:49:03.000Z,2021-01-22T12:10:44.000Z,80,74,9.25,1301,27.07,6.12,1.0,2.95,0.0,,0.0,21.08,N,N,"",N,N,11.0,2021.0,1.0,22.0,1,5.99,East Williamsburg,East Harlem North
72,Lyft,B02510,,2021-01-13T04:04:49.000Z,,2021-01-13T04:06:47.000Z,2021-01-13T04:22:16.000Z,126,242,4.768,929,16.48,0.0,0.49,1.46,0.0,,0.0,13.07,N,N,N,N,N,4.0,2021.0,1.0,13.0,1,3.4099998,Hunts Point,Van Nest/Morris Park
234,Uber,B02889,B02889,2021-01-15T20:24:29.000Z,2021-01-15T20:26:41.000Z,2021-01-15T20:27:21.000Z,2021-01-15T20:30:25.000Z,167,167,0.43,184,8.7,0.0,0.26,0.77,0.0,,0.0,5.39,N,N,"",N,N,20.0,2021.0,1.0,15.0,1,3.31,Morrisania/Melrose,Morrisania/Melrose
293,Uber,B02884,B02884,2021-01-08T22:10:05.000Z,2021-01-08T22:13:51.000Z,2021-01-08T22:15:17.000Z,2021-01-08T22:35:55.000Z,163,200,12.32,1238,28.77,2.8,0.95,2.8,2.75,,0.0,23.95,N,N,"",N,N,22.0,2021.0,1.0,8.0,1,4.8199997,Midtown North,Riverdale/North Riverdale/Fieldston
