index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
333,Uber,B02764,B02764,2021-01-31T19:43:13.000Z,2021-01-31T19:47:38.000Z,2021-01-31T19:47:52.000Z,2021-01-31T19:55:11.000Z,217,217,0.72,439,7.91,0.0,0.24,0.7,0.0,,0.0,5.57,N,N,"",N,N,19.0,2021.0,1.0,31.0,1,2.3399997,South Williamsburg,South Williamsburg
856,Lyft,B02510,,2021-01-11T19:57:15.000Z,,2021-01-11T20:00:15.000Z,2021-01-11T20:06:51.000Z,45,211,1.03,396,6.16,0.0,0.18,0.55,2.75,,0.0,5.47,N,N,N,N,N,19.0,2021.0,1.0,11.0,1,0.69000006,Chinatown,SoHo
7,Lyft,B02510,,2021-01-11T23:45:17.000Z,,2021-01-11T23:47:32.000Z,2021-01-11T23:58:32.000Z,25,17,2.18,660,11.49,0.0,0.31,0.91,0.0,,3.0,7.95,N,N,N,N,N,23.0,2021.0,1.0,11.0,1,6.54,Boerum Hill,Bedford
226,Lyft,B02510,,2021-01-23T17:45:21.000Z,,2021-01-23T17:48:26.000Z,2021-01-23T18:02:03.000Z,188,61,2.007,817,11.14,0.0,0.33,0.99,0.0,,0.0,9.07,N,N,N,N,N,17.0,2021.0,1.0,23.0,1,2.0700006,Prospect-Lefferts Gardens,Crown Heights North
636,Lyft,B02510,,2021-01-12T15:13:10.000Z,,2021-01-12T15:14:33.000Z,2021-01-12T15:35:06.000Z,231,137,4.292,1233,20.35,0.0,0.61,1.81,2.75,,5.1,15.09,N,N,N,N,N,15.0,2021.0,1.0,12.0,1,10.360001,TriBeCa/Civic Center,Kips Bay
896,Uber,B02872,B02872,2021-01-26T19:07:40.000Z,2021-01-26T19:10:20.000Z,2021-01-26T19:11:29.000Z,2021-01-26T19:28:04.000Z,68,233,2.75,995,10.5,0.0,0.33,0.98,2.75,,0.0,16.71,N,N,"",N,Y,19.0,2021.0,1.0,26.0,1,-6.209999,East Chelsea,UN/Turtle Bay South
757,Uber,B02889,B02889,2021-01-23T04:45:32.000Z,2021-01-23T04:47:24.000Z,2021-01-23T04:47:41.000Z,2021-01-23T04:59:39.000Z,119,94,2.63,718,11.38,0.0,0.34,1.01,0.0,,0.0,8.91,N,N,"",N,N,4.0,2021.0,1.0,23.0,1,2.4700003,Highbridge,Fordham South
532,Uber,B02872,B02872,2021-01-22T18:03:03.000Z,2021-01-22T18:06:38.000Z,2021-01-22T18:08:11.000Z,2021-01-22T18:18:45.000Z,87,233,4.26,634,15.07,0.0,0.45,1.34,2.75,,0.0,17.5,N,N,"",N,N,18.0,2021.0,1.0,22.0,1,-2.4300003,Financial District North,UN/Turtle Bay South
846,Uber,B02869,B02869,2021-01-10T14:21:56.000Z,2021-01-10T14:25:02.000Z,2021-01-10T14:25:47.000Z,2021-01-10T15:05:37.000Z,37,249,7.84,2390,35.04,0.0,1.05,3.11,2.75,,0.0,28.65,N,N,"",N,N,14.0,2021.0,1.0,10.0,1,6.3900013,Bushwick South,West Village
613,Uber,B02765,B02765,2021-01-24T23:24:03.000Z,2021-01-24T23:26:21.000Z,2021-01-24T23:27:57.000Z,2021-01-24T23:36:26.000Z,135,130,1.8,509,10.64,0.0,0.32,0.94,0.0,,0.0,6.25,N,N,"",N,N,23.0,2021.0,1.0,24.0,1,4.3900003,Kew Gardens Hills,Jamaica
690,Lyft,B02510,,2021-01-10T16:30:29.000Z,,2021-01-10T16:35:42.000Z,2021-01-10T17:00:53.000Z,17,70,8.988,1511,31.06,0.0,0.93,2.76,0.0,,0.0,25.54,N,N,N,N,Y,16.0,2021.0,1.0,10.0,1,5.5199986,Bedford,East Elmhurst
906,Uber,B02875,B02875,2021-01-12T22:01:10.000Z,2021-01-12T22:06:32.000Z,2021-01-12T22:07:27.000Z,2021-01-12T22:27:59.000Z,163,127,9.34,1232,25.79,0.0,0.79,2.34,2.75,,0.0,31.2,N,N,"",N,Y,22.0,2021.0,1.0,12.0,0,-5.41,Midtown North,Inwood
566,Uber,B02877,B02877,2021-01-10T16:18:48.000Z,2021-01-10T16:24:30.000Z,2021-01-10T16:26:33.000Z,2021-01-10T16:53:53.000Z,3,41,8.82,1641,28.57,0.0,1.04,3.08,0.0,,0.0,23.47,N,N,"",N,N,16.0,2021.0,1.0,10.0,0,5.1000004,Allerton/Pelham Gardens,Central Harlem
488,Lyft,B02510,,2021-01-02T05:36:21.000Z,,2021-01-02T05:44:07.000Z,2021-01-02T06:11:46.000Z,18,161,12.91,1659,31.69,1.95,1.0,2.96,2.75,,0.0,28.23,N,N,N,N,N,5.0,2021.0,1.0,2.0,0,3.460001,Bedford Park,Midtown Center
150,Uber,B02764,B02764,2021-01-29T16:17:44.000Z,2021-01-29T16:20:03.000Z,2021-01-29T16:20:28.000Z,2021-01-29T16:47:35.000Z,216,82,7.39,1627,19.3,0.0,0.58,1.71,0.0,,0.0,21.76,N,N,"",N,N,16.0,2021.0,1.0,29.0,1,-2.460001,South Ozone Park,Elmhurst
413,Uber,B02764,B02764,2021-01-31T02:20:01.000Z,2021-01-31T02:25:10.000Z,2021-01-31T02:27:12.000Z,2021-01-31T02:42:05.000Z,60,119,6.29,894,17.8,0.0,0.53,1.58,0.0,,0.0,14.42,N,N,"",N,N,2.0,2021.0,1.0,31.0,0,3.3799992,Crotona Park East,Highbridge
826,Lyft,B02510,,2021-01-31T00:25:03.000Z,,2021-01-31T00:28:40.000Z,2021-01-31T00:40:27.000Z,197,216,2.6,707,11.64,0.0,0.35,1.03,0.0,,0.0,8.8,N,N,N,N,N,0.0,2021.0,1.0,31.0,1,2.8400002,Richmond Hill,South Ozone Park
281,Uber,B02867,B02867,2021-01-27T05:06:24.000Z,2021-01-27T05:09:05.000Z,2021-01-27T05:10:00.000Z,2021-01-27T05:15:55.000Z,210,149,1.24,355,6.33,0.0,0.19,0.56,0.0,,0.0,5.4,N,N,"",N,N,5.0,2021.0,1.0,27.0,1,0.9299998,Sheepshead Bay,Madison
85,Uber,B02887,B02887,2021-01-20T14:29:54.000Z,2021-01-20T14:31:07.000Z,2021-01-20T14:33:07.000Z,2021-01-20T14:47:18.000Z,229,107,3.33,851,17.35,0.0,0.52,1.54,2.75,,3.08,10.81,N,N,"",N,N,14.0,2021.0,1.0,20.0,1,9.62,Sutton Place/Turtle Bay North,Gramercy
554,Uber,B02764,B02764,2021-01-08T03:01:05.000Z,2021-01-08T03:04:49.000Z,2021-01-08T03:05:16.000Z,2021-01-08T03:14:37.000Z,39,222,2.3,561,9.95,0.0,0.3,0.88,0.0,,0.0,7.24,N,N,"",N,N,3.0,2021.0,1.0,8.0,1,2.71,Canarsie,Starrett City
207,Uber,B02878,B02878,2021-01-26T04:56:39.000Z,2021-01-26T04:58:24.000Z,2021-01-26T04:58:32.000Z,2021-01-26T05:02:45.000Z,140,141,0.69,253,7.91,0.0,0.24,0.7,2.75,,2.0,5.4,N,N,"",N,N,4.0,2021.0,1.0,26.0,1,4.5099998,Lenox Hill East,Lenox Hill West
100,Lyft,B02510,,2021-01-16T08:56:39.000Z,,2021-01-16T08:58:29.000Z,2021-01-16T09:17:53.000Z,42,202,6.882,1164,22.26,0.67,0.69,2.04,0.0,,0.0,17.39,N,N,N,N,N,8.0,2021.0,1.0,16.0,1,4.870001,Central Harlem North,Roosevelt Island
502,Lyft,B02510,,2021-01-01T15:52:22.000Z,,2021-01-01T15:56:03.000Z,2021-01-01T16:11:39.000Z,76,61,3.439,936,20.55,0.0,0.62,1.82,0.0,,0.0,11.65,N,N,N,N,N,15.0,2021.0,1.0,1.0,1,8.9,East New York,Crown Heights North
464,Lyft,B02510,,2021-01-29T07:39:50.000Z,,2021-01-29T07:45:52.000Z,2021-01-29T07:53:41.000Z,263,262,1.056,469,6.55,0.0,0.2,0.58,2.75,,0.0,5.47,N,N,N,N,N,7.0,2021.0,1.0,29.0,0,1.0800004,Yorkville West,Yorkville East
