index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
897,Uber,B02887,B02887,2021-01-06T00:18:30.000Z,2021-01-06T00:21:54.000Z,2021-01-06T00:22:02.000Z,2021-01-06T00:37:40.000Z,135,197,3.18,938,10.18,0.0,0.31,0.9,0.0,,0.0,11.36,N,N,"",N,N,0.0,2021.0,1.0,6.0,1,-1.1799994,Kew Gardens Hills,Richmond Hill
228,Uber,B02395,B02395,2021-01-23T03:30:36.000Z,2021-01-23T03:32:37.000Z,2021-01-23T03:34:03.000Z,2021-01-23T03:52:08.000Z,148,198,7.43,1085,18.96,0.0,0.0,0.0,2.75,,0.0,17.28,N,N,"",N,N,3.0,2021.0,1.0,23.0,1,1.6799984,Lower East Side,Ridgewood
930,Lyft,B02510,,2021-01-08T00:45:40.000Z,,2021-01-08T00:47:18.000Z,2021-01-08T01:02:40.000Z,92,129,6.201,922,14.29,0.0,0.43,1.27,0.0,,0.0,14.61,N,N,N,N,N,0.0,2021.0,1.0,8.0,1,-0.3199997,Flushing,Jackson Heights
728,Uber,B02877,B02877,2021-01-01T19:25:00.000Z,2021-01-01T19:26:30.000Z,2021-01-01T19:27:12.000Z,2021-01-01T19:35:50.000Z,162,164,1.6,518,7.12,0.0,0.21,0.63,2.75,,0.0,12.04,N,N,"",N,N,19.0,2021.0,1.0,1.0,1,-4.92,Midtown East,Midtown South
208,Lyft,B02510,,2021-01-22T22:44:21.000Z,,2021-01-22T22:48:34.000Z,2021-01-22T23:03:08.000Z,135,173,4.794,874,14.06,0.0,0.42,1.25,0.0,,0.0,12.64,N,N,N,N,N,22.0,2021.0,1.0,22.0,1,1.4200001,Kew Gardens Hills,North Corona
156,Uber,B02882,B02882,2021-01-19T10:38:03.000Z,2021-01-19T10:39:37.000Z,2021-01-19T10:40:06.000Z,2021-01-19T10:54:40.000Z,170,211,2.86,874,21.32,0.0,0.64,1.89,2.75,,0.0,10.47,N,N,"",N,N,10.0,2021.0,1.0,19.0,1,10.849999,Murray Hill,SoHo
522,Uber,B02876,B02876,2021-01-22T19:45:19.000Z,2021-01-22T19:50:28.000Z,2021-01-22T19:50:34.000Z,2021-01-22T20:04:55.000Z,164,151,4.72,861,18.66,0.0,0.57,1.68,2.75,,3.0,12.42,N,N,"",N,N,19.0,2021.0,1.0,22.0,1,9.24,Midtown South,Manhattan Valley
407,Lyft,B02510,,2021-01-03T11:48:17.000Z,,2021-01-03T11:54:40.000Z,2021-01-03T12:13:41.000Z,219,215,3.311,1141,14.97,0.0,0.45,1.33,0.0,,0.0,13.23,N,N,N,N,N,11.0,2021.0,1.0,3.0,0,1.7400007,Springfield Gardens South,South Jamaica
231,Uber,B02682,B02682,2021-01-29T14:57:17.000Z,2021-01-29T15:00:00.000Z,2021-01-29T15:00:47.000Z,2021-01-29T15:22:25.000Z,26,67,3.68,1298,13.45,0.0,0.4,1.19,0.0,,0.0,14.92,N,N,"",N,N,14.0,2021.0,1.0,29.0,1,-1.4700003,Borough Park,Dyker Heights
81,Uber,B02765,B02765,2021-01-08T15:14:23.000Z,2021-01-08T15:17:55.000Z,2021-01-08T15:18:52.000Z,2021-01-08T15:29:05.000Z,203,139,1.76,613,7.17,0.0,0.22,0.64,0.0,,0.0,7.07,N,N,"",N,N,15.0,2021.0,1.0,8.0,1,0.099999905,Rosedale,Laurelton
