index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
688,Uber,B02875,B02875,2021-01-16T20:41:39.000Z,2021-01-16T20:44:04.000Z,2021-01-16T20:45:04.000Z,2021-01-16T20:51:51.000Z,39,91,1.49,407,5.7,0.0,0.17,0.51,0.0,,0.0,5.4,N,N,"",N,N,20.0,2021.0,1.0,16.0,1,0.2999997,Canarsie,Flatlands
560,Uber,B02883,B02883,2021-01-15T14:55:21.000Z,2021-01-15T14:58:47.000Z,2021-01-15T14:59:03.000Z,2021-01-15T15:16:41.000Z,26,181,3.49,1058,13.42,0.0,0.4,1.19,0.0,,2.0,12.7,N,N,"",N,N,14.0,2021.0,1.0,15.0,1,2.7200003,Borough Park,Park Slope
713,Uber,B02869,B02869,2021-01-19T13:51:23.000Z,2021-01-19T13:53:08.000Z,2021-01-19T13:53:21.000Z,2021-01-19T14:12:54.000Z,94,119,3.11,1173,14.68,0.0,0.44,1.3,0.0,,0.0,13.25,N,N,"",N,N,13.0,2021.0,1.0,19.0,1,1.4300003,Fordham South,Highbridge
858,Uber,B02765,B02765,2021-01-12T22:07:08.000Z,2021-01-12T22:12:37.000Z,2021-01-12T22:13:30.000Z,2021-01-12T22:19:40.000Z,169,119,1.08,370,7.83,0.0,0.23,0.69,0.0,,0.0,5.39,N,N,"",N,N,22.0,2021.0,1.0,12.0,0,2.44,Mount Hope,Highbridge
586,Uber,B02835,B02835,2021-01-28T23:35:01.000Z,2021-01-28T23:37:02.000Z,2021-01-28T23:37:10.000Z,2021-01-28T23:52:13.000Z,134,82,6.3,903,24.79,0.0,0.74,2.2,0.0,,0.0,14.5,N,N,"",N,N,23.0,2021.0,1.0,28.0,1,10.290001,Kew Gardens,Elmhurst
56,Uber,B02871,B02871,2021-01-04T10:33:34.000Z,2021-01-04T10:34:43.000Z,2021-01-04T10:36:43.000Z,2021-01-04T10:42:47.000Z,39,91,1.08,364,6.44,0.0,0.19,0.57,0.0,,0.0,5.65,N,N,"",N,N,10.0,2021.0,1.0,4.0,1,0.78999996,Canarsie,Flatlands
629,Uber,B02875,B02875,2021-01-16T06:51:35.000Z,2021-01-16T06:55:45.000Z,2021-01-16T06:55:45.000Z,2021-01-16T07:01:24.000Z,132,132,2.83,339,7.48,0.0,0.22,0.66,0.0,,0.0,5.96,N,N,"",N,N,6.0,2021.0,1.0,16.0,1,1.52,JFK Airport,JFK Airport
932,Lyft,B02510,,2021-01-22T09:30:52.000Z,,2021-01-22T09:34:15.000Z,2021-01-22T09:45:58.000Z,18,200,3.897,703,12.15,0.0,0.36,1.08,0.0,,0.0,10.21,N,N,N,N,N,9.0,2021.0,1.0,22.0,1,1.9399996,Bedford Park,Riverdale/North Riverdale/Fieldston
386,Uber,B02835,B02835,2021-01-25T08:10:45.000Z,2021-01-25T08:14:57.000Z,2021-01-25T08:16:45.000Z,2021-01-25T08:22:03.000Z,256,255,1.14,318,5.7,0.0,0.17,0.51,0.0,,0.0,5.39,N,N,"",N,N,8.0,2021.0,1.0,25.0,0,0.30999994,Williamsburg (South Side),Williamsburg (North Side)
158,Uber,B02864,B02864,2021-01-07T15:58:04.000Z,2021-01-07T16:04:07.000Z,2021-01-07T16:06:06.000Z,2021-01-07T16:20:56.000Z,136,128,1.63,890,13.09,0.0,0.39,1.16,0.0,,5.0,9.25,N,N,"",N,N,15.0,2021.0,1.0,7.0,0,8.84,Kingsbridge Heights,Inwood Hill Park
