index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
443,Uber,B02871,B02871,2021-01-06T20:35:40.000Z,2021-01-06T20:40:52.000Z,2021-01-06T20:41:08.000Z,2021-01-06T20:51:06.000Z,39,39,1.86,598,7.5,0.0,0.23,0.67,0.0,,0.0,7.06,N,N,"",N,N,20.0,2021.0,1.0,6.0,1,0.44000006,Canarsie,Canarsie
335,Lyft,B02510,,2021-01-30T16:45:43.000Z,,2021-01-30T16:52:10.000Z,2021-01-30T16:58:52.000Z,86,117,1.245,402,6.5,0.0,0.2,0.58,0.0,,0.0,5.47,N,N,N,N,N,16.0,2021.0,1.0,30.0,0,1.0300002,Far Rockaway,Hammels/Arverne
781,Uber,B02878,B02878,2021-01-30T05:09:38.000Z,2021-01-30T05:13:03.000Z,2021-01-30T05:13:12.000Z,2021-01-30T05:20:02.000Z,18,185,2.0,410,7.51,0.0,0.23,0.67,0.0,,0.0,5.64,N,N,"",N,N,5.0,2021.0,1.0,30.0,1,1.8700004,Bedford Park,Pelham Parkway
230,Uber,B02875,B02875,2021-01-03T20:38:07.000Z,2021-01-03T20:41:32.000Z,2021-01-03T20:41:53.000Z,2021-01-03T20:51:36.000Z,60,78,1.88,583,9.46,0.0,0.34,0.84,0.0,,0.94,8.53,N,N,"",N,N,20.0,2021.0,1.0,3.0,1,1.8699999,Crotona Park East,East Tremont
367,Uber,B02888,B02888,2021-01-09T19:41:37.000Z,2021-01-09T19:43:30.000Z,2021-01-09T19:45:30.000Z,2021-01-09T19:57:29.000Z,239,236,2.1,719,10.83,0.0,0.32,0.96,2.75,,0.0,8.33,N,N,"",N,N,19.0,2021.0,1.0,9.0,1,2.5,Upper West Side South,Upper East Side North
703,Lyft,B02510,,2021-01-31T04:14:21.000Z,,2021-01-31T04:22:00.000Z,2021-01-31T04:33:59.000Z,229,48,1.852,719,8.71,0.0,0.26,0.77,2.75,,3.0,8.08,N,N,N,N,N,4.0,2021.0,1.0,31.0,0,3.63,Sutton Place/Turtle Bay North,Clinton East
14,Uber,B02864,B02864,2021-01-06T11:05:43.000Z,2021-01-06T11:06:37.000Z,2021-01-06T11:08:37.000Z,2021-01-06T11:22:05.000Z,41,116,1.99,808,12.42,0.0,0.37,1.1,0.0,,0.0,8.97,N,N,"",N,N,11.0,2021.0,1.0,6.0,1,3.4499998,Central Harlem,Hamilton Heights
683,Lyft,B02510,,2021-01-02T17:10:07.000Z,,2021-01-02T17:11:38.000Z,2021-01-02T17:32:33.000Z,79,164,2.512,1255,13.34,0.0,0.4,1.18,2.75,,0.0,13.3,N,N,N,N,N,17.0,2021.0,1.0,2.0,1,0.03999996,East Village,Midtown South
180,Uber,B02875,B02875,2021-01-26T10:23:52.000Z,2021-01-26T10:25:16.000Z,2021-01-26T10:25:53.000Z,2021-01-26T10:45:25.000Z,231,189,4.28,1172,19.4,0.0,0.6,1.77,2.75,,4.0,14.53,N,N,"",N,N,10.0,2021.0,1.0,26.0,1,8.87,TriBeCa/Civic Center,Prospect Heights
267,Lyft,B02510,,2021-01-18T09:57:25.000Z,,2021-01-18T09:58:30.000Z,2021-01-18T10:08:24.000Z,149,29,2.411,594,11.75,0.0,0.31,0.93,0.0,,0.0,7.65,N,N,N,N,N,9.0,2021.0,1.0,18.0,1,4.1,Madison,Brighton Beach
342,Lyft,B02510,,2021-01-07T00:51:17.000Z,,2021-01-07T00:58:54.000Z,2021-01-07T01:18:20.000Z,66,62,4.453,1166,19.04,0.0,0.57,1.69,0.0,,0.0,16.15,N,N,N,N,Y,0.0,2021.0,1.0,7.0,0,2.8900013,DUMBO/Vinegar Hill,Crown Heights South
