index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
823,Uber,B02875,B02875,2021-01-08T08:34:59.000Z,2021-01-08T08:36:37.000Z,2021-01-08T08:38:37.000Z,2021-01-08T09:21:50.000Z,82,228,13.34,2593,42.46,0.0,1.27,3.77,0.0,,0.0,36.42,N,N,"",N,N,8.0,2021.0,1.0,8.0,1,6.040001,Elmhurst,Sunset Park West
458,Lyft,B02510,,2021-01-18T04:35:19.000Z,,2021-01-18T04:41:11.000Z,2021-01-18T05:13:55.000Z,112,76,8.431,1964,33.52,0.0,1.01,2.98,0.0,,5.63,25.81,N,N,N,N,N,4.0,2021.0,1.0,18.0,1,13.340002,Greenpoint,East New York
876,Uber,B02764,B02764,2021-01-16T16:35:11.000Z,2021-01-16T16:42:54.000Z,2021-01-16T16:43:30.000Z,2021-01-16T16:50:41.000Z,15,16,2.63,431,9.0,0.0,0.27,0.8,0.0,,0.0,6.51,N,N,"",N,N,16.0,2021.0,1.0,16.0,0,2.4899998,Bay Terrace/Fort Totten,Bayside
346,Lyft,B02510,,2021-01-21T11:45:21.000Z,,2021-01-21T11:49:21.000Z,2021-01-21T12:19:43.000Z,181,21,6.107,1822,22.34,0.0,0.67,1.98,0.0,,0.0,22.04,N,N,N,N,N,11.0,2021.0,1.0,21.0,1,0.29999924,Park Slope,Bensonhurst East
981,Uber,B02765,B02765,2021-01-13T20:28:03.000Z,2021-01-13T20:32:19.000Z,2021-01-13T20:34:19.000Z,2021-01-13T20:52:10.000Z,198,80,2.95,1071,13.85,0.0,0.42,1.23,0.0,,0.0,12.23,N,N,"",N,N,20.0,2021.0,1.0,13.0,0,1.6200008,Ridgewood,East Williamsburg
2,Uber,B02889,B02889,2021-01-19T18:40:49.000Z,2021-01-19T18:41:01.000Z,2021-01-19T18:43:01.000Z,2021-01-19T18:58:57.000Z,198,37,2.75,956,10.77,0.0,0.32,0.96,0.0,,0.0,11.04,N,N,"",N,N,18.0,2021.0,1.0,19.0,1,-0.2699995,Ridgewood,Bushwick South
45,Lyft,B02510,,2021-01-02T15:14:13.000Z,,2021-01-02T15:17:15.000Z,2021-01-02T15:30:30.000Z,237,186,2.01,795,13.29,0.0,0.4,1.18,2.75,,0.0,8.89,N,N,N,N,N,15.0,2021.0,1.0,2.0,1,4.3999996,Upper East Side South,Penn Station/Madison Sq West
624,Lyft,B02510,,2021-01-01T21:37:59.000Z,,2021-01-01T21:47:53.000Z,2021-01-01T22:03:32.000Z,20,60,3.336,939,13.51,0.0,0.41,1.2,0.0,,1.0,11.57,N,N,N,N,N,21.0,2021.0,1.0,1.0,0,2.9400005,Belmont,Crotona Park East
885,Uber,B02884,B02884,2021-01-07T18:50:30.000Z,2021-01-07T18:53:38.000Z,2021-01-07T18:53:59.000Z,2021-01-07T19:12:28.000Z,48,152,5.84,1109,22.05,0.0,0.66,1.96,2.75,,0.0,15.72,N,N,"",N,N,18.0,2021.0,1.0,7.0,1,6.329999,Clinton East,Manhattanville
791,Uber,B02883,B02883,2021-01-27T05:43:53.000Z,2021-01-27T05:46:23.000Z,2021-01-27T05:46:52.000Z,2021-01-27T05:59:18.000Z,226,223,4.3,746,14.66,0.0,0.44,1.3,0.0,,0.0,10.98,N,N,"",N,N,5.0,2021.0,1.0,27.0,1,3.6800003,Sunnyside,Steinway
176,Lyft,B02510,,2021-01-11T11:42:38.000Z,,2021-01-11T11:44:11.000Z,2021-01-11T11:56:18.000Z,107,230,2.125,727,12.26,0.0,0.37,1.09,2.75,,2.0,8.45,N,N,N,N,N,11.0,2021.0,1.0,11.0,1,5.8100004,Gramercy,Times Sq/Theatre District
322,Uber,B02889,B02889,2021-01-31T19:44:56.000Z,2021-01-31T19:49:01.000Z,2021-01-31T19:49:27.000Z,2021-01-31T20:04:54.000Z,69,265,7.68,927,21.85,0.0,0.58,1.72,0.0,,0.0,18.11,N,N,"",N,N,19.0,2021.0,1.0,31.0,1,3.7399998,East Concourse/Concourse Village,
997,Uber,B02875,B02875,2021-01-27T16:58:37.000Z,2021-01-27T17:00:25.000Z,2021-01-27T17:02:25.000Z,2021-01-27T18:07:35.000Z,145,10,12.76,3910,56.05,0.0,1.68,4.97,0.0,,0.0,46.8,N,N,"",N,N,16.0,2021.0,1.0,27.0,1,9.25,Long Island City/Hunters Point,Baisley Park
956,Uber,B02869,B02869,2021-01-04T05:33:23.000Z,2021-01-04T05:38:05.000Z,2021-01-04T05:39:06.000Z,2021-01-04T05:57:06.000Z,175,132,12.41,1080,39.57,0.0,1.19,3.51,0.0,,0.0,27.9,N,N,"",N,N,5.0,2021.0,1.0,4.0,1,11.67,Oakland Gardens,JFK Airport
440,Lyft,B02510,,2021-01-15T13:57:11.000Z,,2021-01-15T14:03:20.000Z,2021-01-15T14:14:49.000Z,254,254,0.909,689,7.18,0.0,0.22,0.64,0.0,,0.0,6.78,N,N,N,N,N,13.0,2021.0,1.0,15.0,0,0.39999962,Williamsbridge/Olinville,Williamsbridge/Olinville
73,Uber,B02764,B02764,2021-01-29T21:43:12.000Z,2021-01-29T21:43:41.000Z,2021-01-29T21:45:41.000Z,2021-01-29T21:54:22.000Z,50,142,1.18,521,9.87,0.0,0.3,0.88,2.75,,0.0,6.87,N,N,"",N,N,21.0,2021.0,1.0,29.0,1,3.0,Clinton West,Lincoln Square East
381,Uber,B02871,B02871,2021-01-20T18:24:10.000Z,2021-01-20T18:24:55.000Z,2021-01-20T18:26:44.000Z,2021-01-20T18:47:33.000Z,85,17,3.72,1249,16.07,0.0,0.48,1.43,0.0,,0.0,21.21,N,N,"",N,Y,18.0,2021.0,1.0,20.0,1,-5.1399994,Erasmus,Bedford
671,Uber,B02884,B02884,2021-01-07T08:21:53.000Z,2021-01-07T08:26:28.000Z,2021-01-07T08:26:38.000Z,2021-01-07T08:43:05.000Z,251,118,3.92,987,11.02,0.0,0.33,0.98,0.0,,0.0,12.59,N,N,"",N,N,8.0,2021.0,1.0,7.0,1,-1.5699997,Westerleigh,Heartland Village/Todt Hill
