index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
697,Lyft,B02510,,2021-01-23T17:15:22.000Z,,2021-01-23T17:18:32.000Z,2021-01-23T17:29:22.000Z,181,89,2.131,650,13.81,0.0,0.41,1.22,0.0,,0.0,7.81,N,N,N,N,N,17.0,2021.0,1.0,23.0,1,6.0000005,Park Slope,Flatbush/Ditmas Park
4,Uber,B02876,B02876,2021-01-23T23:13:09.000Z,2021-01-23T23:18:26.000Z,2021-01-23T23:20:26.000Z,2021-01-23T23:33:41.000Z,168,262,3.04,795,13.77,0.0,0.41,1.22,2.75,,0.0,10.0,N,N,"",N,N,23.0,2021.0,1.0,23.0,0,3.7700005,Mott Haven/Port Morris,Yorkville East
903,Uber,B02879,B02879,2021-01-29T13:57:19.000Z,2021-01-29T13:59:53.000Z,2021-01-29T13:59:53.000Z,2021-01-29T14:13:18.000Z,42,119,2.09,805,12.56,0.0,0.38,1.11,0.0,,0.0,9.04,N,N,"",N,N,13.0,2021.0,1.0,29.0,1,3.5200005,Central Harlem North,Highbridge
434,Uber,B02866,B02866,2021-01-15T22:15:23.000Z,2021-01-15T22:17:49.000Z,2021-01-15T22:18:50.000Z,2021-01-15T22:30:38.000Z,78,94,3.58,708,10.89,0.0,0.33,0.97,0.0,,0.0,9.88,N,N,"",N,N,22.0,2021.0,1.0,15.0,1,1.0100002,East Tremont,Fordham South
18,Uber,B02764,B02764,2021-01-29T18:49:57.000Z,2021-01-29T18:57:19.000Z,2021-01-29T18:57:39.000Z,2021-01-29T19:10:06.000Z,235,235,1.99,747,11.25,0.0,0.34,1.0,0.0,,0.0,8.45,N,N,"",N,N,18.0,2021.0,1.0,29.0,0,2.8000002,University Heights/Morris Heights,University Heights/Morris Heights
936,Uber,B02876,B02876,2021-01-29T18:31:30.000Z,2021-01-29T18:37:15.000Z,2021-01-29T18:37:35.000Z,2021-01-29T18:49:17.000Z,18,241,2.2,702,12.14,0.0,0.36,1.08,0.0,,0.0,8.3,N,N,"",N,N,18.0,2021.0,1.0,29.0,0,3.8400002,Bedford Park,Van Cortlandt Village
415,Lyft,B02510,,2021-01-29T13:24:07.000Z,,2021-01-29T13:28:47.000Z,2021-01-29T13:50:39.000Z,41,162,4.199,1312,21.4,0.0,0.64,1.9,2.75,,0.0,15.64,N,N,N,N,N,13.0,2021.0,1.0,29.0,1,5.7599993,Central Harlem,Midtown East
544,Uber,B02617,B02617,2021-01-16T23:24:11.000Z,2021-01-16T23:30:19.000Z,2021-01-16T23:30:19.000Z,2021-01-16T23:45:21.000Z,68,33,4.58,902,19.38,0.0,0.58,1.72,2.75,,0.0,12.61,N,N,"",N,N,23.0,2021.0,1.0,16.0,0,6.7699995,East Chelsea,Brooklyn Heights
266,Uber,B02765,B02765,2021-01-29T07:37:31.000Z,2021-01-29T07:42:28.000Z,2021-01-29T07:42:54.000Z,2021-01-29T07:59:57.000Z,92,82,4.23,1023,16.08,0.0,0.48,1.43,0.0,,0.0,13.23,N,N,"",N,N,7.0,2021.0,1.0,29.0,1,2.8500004,Flushing,Elmhurst
908,Uber,B02764,B02764,2021-01-14T09:06:04.000Z,2021-01-14T09:08:01.000Z,2021-01-14T09:09:25.000Z,2021-01-14T09:14:15.000Z,18,18,0.99,290,8.7,0.0,0.26,0.77,0.0,,0.0,5.4,N,N,"",N,N,9.0,2021.0,1.0,14.0,1,3.2999997,Bedford Park,Bedford Park
