index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
737,Uber,B02867,B02867,2021-01-14T13:18:16.000Z,2021-01-14T13:21:27.000Z,2021-01-14T13:22:12.000Z,2021-01-14T13:26:53.000Z,188,188,0.72,281,7.91,0.0,0.24,0.7,0.0,,0.0,5.4,N,N,"",N,N,13.0,2021.0,1.0,14.0,1,2.5099998,Prospect-Lefferts Gardens,Prospect-Lefferts Gardens
64,Lyft,B02510,,2021-01-26T13:49:13.000Z,,2021-01-26T13:54:42.000Z,2021-01-26T14:31:04.000Z,198,133,13.294,2182,41.11,0.0,1.23,3.65,0.0,,0.0,33.03,N,N,N,N,N,13.0,2021.0,1.0,26.0,1,8.080002,Ridgewood,Kensington
759,Uber,B02875,B02875,2021-01-16T17:16:41.000Z,2021-01-16T17:18:25.000Z,2021-01-16T17:20:25.000Z,2021-01-16T17:29:01.000Z,49,97,1.04,516,8.05,0.0,0.24,0.71,0.0,,0.0,6.09,N,N,"",N,N,17.0,2021.0,1.0,16.0,1,1.96,Clinton Hill,Fort Greene
615,Uber,B02878,B02878,2021-01-23T08:30:08.000Z,2021-01-23T08:34:11.000Z,2021-01-23T08:34:59.000Z,2021-01-23T08:42:25.000Z,248,20,1.78,446,7.5,0.0,0.23,0.67,0.0,,0.0,5.71,N,N,"",N,N,8.0,2021.0,1.0,23.0,1,1.79,West Farms/Bronx River,Belmont
563,Lyft,B02510,,2021-01-14T10:48:33.000Z,,2021-01-14T10:51:52.000Z,2021-01-14T11:00:03.000Z,208,242,1.668,491,8.69,0.0,0.26,0.77,0.0,,0.0,5.96,N,N,N,N,N,10.0,2021.0,1.0,14.0,1,2.7299995,Schuylerville/Edgewater Park,Van Nest/Morris Park
37,Uber,B02872,B02872,2021-01-12T08:51:08.000Z,2021-01-12T08:55:49.000Z,2021-01-12T08:55:55.000Z,2021-01-12T09:16:47.000Z,255,164,4.52,1252,25.28,6.12,0.95,2.81,2.75,,5.68,15.47,N,N,"",N,N,8.0,2021.0,1.0,12.0,1,15.490001,Williamsburg (North Side),Midtown South
290,Lyft,B02510,,2021-01-30T00:14:26.000Z,,2021-01-30T00:27:17.000Z,2021-01-30T00:44:58.000Z,198,28,7.696,1061,20.18,0.0,0.61,1.79,0.0,,0.0,17.43,N,N,N,N,N,0.0,2021.0,1.0,30.0,0,2.75,Ridgewood,Briarwood/Jamaica Hills
996,Uber,B02875,B02875,2021-01-08T17:46:41.000Z,2021-01-08T17:50:34.000Z,2021-01-08T17:51:23.000Z,2021-01-08T18:01:43.000Z,227,14,1.77,620,11.41,0.0,0.34,1.01,0.0,,0.0,7.14,N,N,"",N,N,17.0,2021.0,1.0,8.0,1,4.27,Sunset Park East,Bay Ridge
76,Uber,B02882,B02882,2021-01-07T17:21:17.000Z,2021-01-07T17:23:10.000Z,2021-01-07T17:24:22.000Z,2021-01-07T17:36:10.000Z,183,3,3.02,708,13.09,0.0,0.39,1.16,0.0,,0.0,9.26,N,N,"",N,N,17.0,2021.0,1.0,7.0,1,3.83,Pelham Bay,Allerton/Pelham Gardens
895,Uber,B02867,B02867,2021-01-01T10:01:27.000Z,2021-01-01T10:07:45.000Z,2021-01-01T10:07:45.000Z,2021-01-01T10:18:52.000Z,108,210,3.81,667,14.28,0.0,0.43,1.27,0.0,,0.0,9.78,N,N,"",N,N,10.0,2021.0,1.0,1.0,0,4.5,Gravesend,Sheepshead Bay
