index_trip,hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,pulocationid,dolocationid,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,hour,year,month,day,on_time_pickup,uber_sales,pickup_zone,delivery_zone
820,Uber,B02682,B02682,2021-01-11T07:58:04.000Z,2021-01-11T08:03:54.000Z,2021-01-11T08:04:41.000Z,2021-01-11T08:11:45.000Z,122,191,1.7,424,6.46,0.0,0.19,0.57,0.0,,1.0,5.43,N,N,"",N,N,7.0,2021.0,1.0,11.0,0,2.0300002,Hollis,Queens Village
391,Uber,B02872,B02872,2021-01-27T15:26:58.000Z,2021-01-27T15:28:03.000Z,2021-01-27T15:30:02.000Z,2021-01-27T15:41:47.000Z,174,18,1.52,705,9.99,0.0,0.3,0.89,0.0,,0.0,7.59,N,N,"",N,N,15.0,2021.0,1.0,27.0,1,2.3999996,Norwood,Bedford Park
67,Uber,B02764,B02764,2021-01-17T12:58:37.000Z,2021-01-17T13:05:34.000Z,2021-01-17T13:06:51.000Z,2021-01-17T13:22:05.000Z,262,161,2.33,914,7.57,0.0,0.24,0.72,2.75,,3.0,10.22,N,N,"",N,N,12.0,2021.0,1.0,17.0,0,0.34999943,Yorkville East,Midtown Center
506,Uber,B02887,B02887,2021-01-14T09:52:00.000Z,2021-01-14T09:52:55.000Z,2021-01-14T09:54:55.000Z,2021-01-14T10:10:26.000Z,168,75,2.43,931,15.36,0.0,0.64,1.91,0.0,,0.0,10.47,N,N,"",N,N,9.0,2021.0,1.0,14.0,1,4.8899994,Mott Haven/Port Morris,East Harlem South
414,Uber,B02682,B02682,2021-01-26T20:59:05.000Z,2021-01-26T21:00:57.000Z,2021-01-26T21:00:57.000Z,2021-01-26T21:13:12.000Z,50,234,2.84,735,13.42,0.0,0.4,1.19,2.75,,0.0,9.29,N,N,"",N,N,20.0,2021.0,1.0,26.0,1,4.13,Clinton West,Union Sq
828,Uber,B02864,B02864,2021-01-07T17:25:37.000Z,2021-01-07T17:31:42.000Z,2021-01-07T17:33:01.000Z,2021-01-07T17:38:27.000Z,227,228,0.78,326,8.7,0.0,0.26,0.77,0.0,,0.0,5.39,N,N,"",N,N,17.0,2021.0,1.0,7.0,0,3.31,Sunset Park East,Sunset Park West
549,Lyft,B02510,,2021-01-09T20:24:00.000Z,,2021-01-09T20:26:11.000Z,2021-01-09T20:37:19.000Z,233,186,1.55,668,8.33,0.0,0.25,0.74,2.75,,2.0,7.31,N,N,N,N,N,20.0,2021.0,1.0,9.0,1,3.02,UN/Turtle Bay South,Penn Station/Madison Sq West
786,Uber,B02887,B02887,2021-01-21T13:12:56.000Z,2021-01-21T13:17:33.000Z,2021-01-21T13:17:33.000Z,2021-01-21T13:29:07.000Z,213,259,6.75,694,21.55,0.0,0.65,1.91,0.0,,0.0,13.26,N,N,"",N,N,13.0,2021.0,1.0,21.0,1,8.289999,Soundview/Castle Hill,Woodlawn/Wakefield
985,Uber,B02764,B02764,2021-01-30T07:42:14.000Z,2021-01-30T07:46:31.000Z,2021-01-30T07:46:31.000Z,2021-01-30T07:58:20.000Z,18,220,2.51,709,11.63,0.0,0.35,1.03,0.0,,0.0,12.63,N,N,"",N,Y,7.0,2021.0,1.0,30.0,1,-1.0,Bedford Park,Spuyten Duyvil/Kingsbridge
125,Uber,B02866,B02866,2021-01-28T07:07:33.000Z,2021-01-28T07:10:06.000Z,2021-01-28T07:10:49.000Z,2021-01-28T07:30:04.000Z,226,236,5.08,1155,24.63,0.0,0.74,2.19,2.75,,3.0,15.27,N,N,"",N,N,7.0,2021.0,1.0,28.0,1,12.359999,Sunnyside,Upper East Side North
197,Uber,B02884,B02884,2021-01-26T15:47:46.000Z,2021-01-26T15:51:12.000Z,2021-01-26T15:52:18.000Z,2021-01-26T16:01:33.000Z,68,231,2.08,555,11.25,0.0,0.34,1.0,2.75,,0.0,6.94,N,N,"",N,N,15.0,2021.0,1.0,26.0,1,4.31,East Chelsea,TriBeCa/Civic Center
